aluminium,ammonia,arsenic,barium,cadmium,chloramine,chromium,copper,flouride,bacteria,viruses,lead,nitrates,nitrites,mercury,perchlorate,radium,selenium,silver,uranium,is_safe
0.12,13.84,0.01,3.99,0.003,3.41,0.46,0.73,1.43,0.84,0.84,0.081,11.15,1.67,0.004,32.08,4.26,0.08,0.26,0.07,0.0
0.03,5.09,0.05,0.57,0.06,0.15,0.06,0.05,1.21,0.33,0.001,0.015,2.45,1.09,0.001,2.9,5.28,0.09,0.07,0.01,0.0
0.09,25.14,0.52,1.17,0.07,5.73,0.21,0.03,1.27,0.82,0.82,0.041,17.87,1.39,0.009,6.54,4.72,0.05,0.2,0.07,0.0
0.21,14.73,0.01,2.63,0.009,1.02,0.29,0.76,0.47,0.74,0.74,0.175,12.61,1.12,0.005,26.8,4.45,0.07,0.19,0.07,0.0
0.02,26.21,0.04,1.29,0.07,0.39,0.08,1.65,0.5,0.09,0.006,0.18,3.63,1.39,0.001,10.35,1.14,0.08,0.09,0.07,0.0
0.09,29.41,0.09,1.83,0.07,0.19,0.08,1.16,1.06,0.0,0.82,0.12,7.09,0.26,0.001,2.17,3.5,0.04,0.04,0.04,0.0
2.92,12.37,0.03,2.52,0.001,4.91,0.66,1.5,0.68,0.8,0.8,0.193,10.2,1.72,0.006,11.36,7.67,0.1,0.39,0.04,1.0
0.06,23.76,0.03,0.76,0.007,2.91,0.51,1.38,1.26,0.48,0.007,0.152,3.95,1.52,0.01,30.36,0.53,0.06,0.09,0.06,0.0
0.01,5.23,0.02,0.37,0.01,0.09,0.09,1.33,0.58,0.0,0.002,0.168,18.33,0.33,0.008,1.45,1.4,0.05,0.02,0.05,0.0
0.06,27.37,0.02,3.3,0.005,6.07,0.67,0.65,0.96,0.84,0.84,0.188,16.8,1.54,0.001,10.5,2.57,0.04,0.21,0.02,0.0
0.09,11.88,0.06,0.59,0.07,0.04,0.05,0.05,1.36,0.0,0.73,0.164,14.61,0.5,0.008,2.4,0.25,0.06,0.04,0.02,0.0
0.0,9.11,0.01,1.32,0.0,0.4,0.09,0.68,0.79,0.0,0.002,0.014,7.16,0.76,0.009,6.82,5.1,0.01,0.07,0.02,0.0
0.0,22.94,0.01,0.9,0.02,0.18,0.06,1.34,0.5,0.86,0.86,0.087,13.34,1.37,0.007,0.79,1.43,0.01,0.06,0.05,0.0
0.07,11.28,0.03,0.92,0.03,0.02,0.05,1.63,0.27,0.62,0.62,0.166,0.95,0.17,0.003,7.31,0.76,0.0,0.04,0.05,0.0
0.07,22.08,0.07,0.31,0.09,0.12,0.02,0.02,0.69,0.0,0.002,0.054,10.51,0.11,0.007,0.3,2.42,0.09,0.03,0.04,0.0
0.05,1.19,0.03,1.0,0.04,0.06,0.02,0.02,0.68,0.0,0.005,0.108,16.61,0.93,0.001,0.38,1.98,0.04,0.08,0.01,0.0
3.03,13.84,0.01,3.92,0.044026716572018586,7.81,0.41,1.97,0.61,0.52,0.52,0.095,13.32,1.74,0.005,15.977809548453875,2.95,0.01,0.12,0.02,0.0
0.04,12.61,0.04,2.77,0.05,0.09,0.03,0.25,1.25,0.7,0.7,0.129,15.72,1.81,0.003,1.17,1.8,0.03,0.08,0.07,0.0
0.06,5.23,0.09,0.47,0.09,0.04,0.03,1.32,0.87,0.61,0.61,0.174,13.43,1.14,0.009,6.27,0.15,0.06,0.05,0.09,0.0
0.04,7.21,0.03,1.9,0.05,0.06,0.07,1.89,0.65,0.0,0.008,0.011,14.72,0.5,0.001,0.1,2.25,0.08,0.08,0.07,0.0
0.97,13.12,0.09,3.12,0.1,2.47,0.82,1.74,0.52,0.0,0.003,0.001,4.0,1.42,0.009,35.2,6.85,0.01,0.15,0.07,0.0
0.04,0.41,0.02,0.86,0.05,0.04,0.02,1.21,0.32,0.01,0.004,0.021,1.41,1.09,0.002,3.5,1.54,0.0,0.0,0.02,0.0
0.02,20.01,0.89,2.51,0.08,5.65,0.41,0.09,0.98,0.07,0.008,0.107,4.66,2.15,0.007,49.96,1.63,0.09,0.16,0.02,0.0
0.0,27.11,0.07,0.82,0.09,0.04,0.05,0.62,0.44,0.0,0.002,0.136,13.17,0.27,0.004,7.14,0.17,0.09,0.09,0.02,0.0
0.06,4.82,0.01,0.49,0.02,0.42,0.03,0.2,0.86,0.1,0.005,0.191,19.3,0.66,0.007,6.6,0.77,0.0,0.04,0.02,0.0
0.08,18.05,0.7,1.83,0.01,3.79,0.31,0.05,0.52,0.51,0.51,0.125,10.07,1.59,0.002,42.23,2.38,0.04,0.31,0.01,0.0
4.54,3.97,0.22,2.09,0.11,4.74,0.32,0.9,0.55,0.0,0.0,0.135,6.04,1.64,0.004,25.09,6.15,0.04,0.16,0.04,0.0
0.07,10.02,0.04,0.69,0.07,0.54,0.0,0.07,0.73,0.06,0.001,0.157,10.83,0.29,0.006,3.22,0.78,0.03,0.02,0.04,0.0
0.01,0.63,0.02,1.82,0.03,0.27,0.1,1.39,1.19,0.39,0.001,0.194,1.35,1.7,0.009,0.26,1.25,0.08,0.1,0.02,0.0
0.48,29.15,0.001,3.89,0.001,4.07,0.83,0.26,0.16,0.91,0.91,0.176,6.38,1.2,0.009,38.6,3.22,0.05,0.06,0.09,0.0
0.09,22.78,0.03,2.44,0.08,0.05,0.06,1.17,0.27,0.26,0.005,0.013,18.6,1.25,0.001,2.55,0.58,0.02,0.1,0.08,0.0
1.44,19.86,0.26,4.1,0.07,6.85,0.24,1.23,0.35,0.0,0.89,0.12,18.3,1.28,0.01,46.04,3.62,0.07,0.23,0.03,0.0
0.05,1.71,0.04,1.87,0.03,0.28,0.04,1.28,0.32,0.53,0.53,0.175,1.78,1.11,0.007,9.15,2.87,0.01,0.09,0.02,0.0
0.0,17.32,0.02,0.92,0.007,4.43,0.29,1.64,1.43,0.16,0.009,0.075,13.81,1.03,0.002,11.36,3.34,0.0,0.07,0.02,1.0
0.98,11.53,0.11,1.72,0.09,1.52,0.77,0.27,1.45,0.0,0.84,0.14,4.73,1.63,0.0,27.61,3.92,0.04,0.03,0.05,0.0
0.01,25.24,0.02,0.48,0.003,5.54,0.21,0.03,1.27,0.82,0.82,0.041,16.88,1.29,0.009,29.14,4.72,0.05,0.2,0.07,0.0
0.04,13.26,0.07,1.6,0.06,0.35,0.05,0.71,0.52,0.39,0.007,0.146,7.72,1.57,0.003,4.5,0.42,0.07,0.01,0.01,0.0
0.02,12.69,0.05,3.75,0.006,7.44,0.65,1.78,0.01,0.75,0.75,0.153,4.86,1.99,0.004,25.23,2.86,0.01,0.23,0.07,0.0
1.74,22.7,0.16,2.13,0.12,5.89,0.78,1.53,0.87,0.0,0.0,0.079,9.2,1.31,0.007,20.46,7.77,0.06,0.11,0.05,0.0
0.0,18.86,0.07,1.1,0.08,0.48,0.08,0.67,1.26,0.38,0.007,0.105,18.85,1.67,0.0,0.0,0.04,0.08,0.03,0.02,0.0
0.01,16.73,0.05,0.39,0.07,0.02,0.06,0.0,1.09,0.0,0.57,0.101,10.34,0.6,0.001,0.42,0.68,0.04,0.08,0.01,0.0
0.07,17.92,0.07,0.98,0.08,0.1,0.09,1.72,1.07,0.0,0.96,0.119,11.81,0.09,0.005,3.22,0.57,0.02,0.04,0.02,0.0
0.07,17.56,0.06,0.55,0.07,0.11,0.07,1.37,1.39,0.27,0.002,0.108,4.13,1.9,0.002,7.57,0.07,0.01,0.03,0.04,0.0
0.09,13.62,0.02,2.02,0.02,0.43,0.03,1.57,0.13,0.59,0.59,0.086,10.12,1.89,0.009,8.7,0.53,0.06,0.04,0.07,0.0
1.4,2.34,0.04,1.93,0.009,4.24,0.02,0.48,0.05,0.0,0.0,0.169,17.89,1.12,0.01,7.69,4.27,0.09,0.18,0.03,1.0
0.03,13.92,0.45,0.98,0.07,4.42,0.53,0.02,0.99,0.05,0.003,0.078,14.73,1.27,0.006,9.19,7.07,0.07,0.44,0.01,0.0
0.06,0.98,0.01,0.41,0.09,0.03,0.05,0.58,0.34,0.53,0.53,0.183,4.53,0.78,0.007,0.1,5.63,0.07,0.02,0.05,0.0
0.04,0.12,0.02,2.03,0.07,0.03,0.09,0.0,0.59,0.0,0.61,0.008,12.69,0.92,0.001,0.67,3.83,0.08,0.0,0.06,0.0
0.43,13.55,0.03,3.28,0.044026716572018586,2.38,0.17,0.25,1.25,0.7,0.7,0.129,15.72,1.81,0.003,15.977809548453875,5.41,0.03,0.11,0.07,1.0
4.05,24.04,0.001,3.74,0.005,5.24,0.61,1.33,0.18,0.81,0.81,0.041,15.78,1.81,0.01,14.78,1.29,0.0,0.44,0.07,1.0
0.01,16.78,0.78,0.93,0.13,5.18,0.74,0.02,0.19,0.76,0.76,0.001,4.69,1.34,0.008,3.56,3.65,0.03,0.38,0.08,0.0
0.09,16.6,0.03,2.36,0.001,3.2,0.42,1.67,1.21,0.65,0.65,0.042,10.34,1.51,0.005,45.87,0.25,0.06,0.12,0.05,0.0
3.88,11.07,0.05,1.02,0.005,6.1,0.2,1.13,1.34,0.0,0.0,0.162,1.99,1.45,0.008,22.66,3.71,0.03,0.0,0.07,1.0
0.02,13.04,0.02,0.07,0.02,0.07,0.04,0.02,0.99,0.05,0.003,0.078,14.16,0.83,0.006,0.23,4.94,0.07,0.07,0.01,0.0
4.81,20.5,0.77,2.07,0.07,6.53,0.58,0.11,1.22,0.52,0.52,0.176,3.84,1.85,0.006,39.46,0.82,0.01,0.47,0.08,0.0
0.03,29.02,0.03,1.21,0.003,6.14,0.36,1.18,1.1,0.38,0.005,0.044,6.87,1.45,0.006,16.61,2.27,0.06,0.24,0.0,0.0
0.05,21.03,0.14,3.88,0.11,1.18,0.52,0.06,0.14,0.66,0.66,0.144,0.76,1.87,0.006,22.19,6.84,0.02,0.46,0.05,0.0
0.08,11.3,0.09,2.48,0.08,0.08,0.03,0.91,0.65,0.0,0.51,0.023,16.7,0.8,0.006,0.53,4.44,0.03,0.07,0.03,0.0
1.1,24.83,0.68,4.03,0.09,5.27,0.28,0.13,0.84,0.65,0.65,0.168,19.19,1.06,0.0,49.9,6.42,0.05,0.12,0.0,0.0
0.03,28.1,0.08,3.46,0.08,0.11,0.04,0.97,0.06,0.12,0.008,0.189,2.64,0.61,0.008,10.26,1.21,0.07,0.1,0.08,0.0
0.01,7.51,0.07,0.37,0.02,0.14,0.07,0.67,0.63,0.48,0.003,0.007,9.35,1.32,0.002,2.51,0.54,0.09,0.03,0.07,0.0
0.04,3.79,0.08,0.88,0.05,0.01,0.03,1.47,0.21,0.33,0.005,0.106,2.73,1.22,0.001,1.19,0.55,0.06,0.05,0.05,0.0
0.06,14.02,0.04,0.58,0.008,4.24,0.53,0.02,0.99,0.05,0.003,0.078,14.16,1.11,0.006,50.28,7.07,0.07,0.44,0.01,0.0
2.9,28.45,0.67,1.7,0.11,2.91,0.6,0.42,1.13,0.0,0.0,0.053,13.27,1.77,0.006,49.69,1.29,0.08,0.12,0.04,0.0
0.22,11.53,0.19,1.75,0.06,1.63,0.77,0.27,1.45,0.84,0.84,0.14,4.99,1.63,0.0,27.8,3.92,0.04,0.03,0.05,0.0
0.07,2.97,0.2,3.43,0.04,3.62,0.13,1.22,0.46,0.37,0.004,0.105,9.54,1.2,0.005,28.04,5.64,0.09,0.15,0.08,0.0
0.08,9.66,0.08,1.71,0.06,0.05,0.04,0.13,1.04,0.26,0.001,0.157,11.92,1.57,0.002,0.42,0.56,0.09,0.07,0.0,0.0
0.05,14.93,0.77,3.69,0.12,6.85,0.48,0.06,1.43,0.63,0.63,0.001,7.39,1.18,0.005,32.34,5.59,0.05,0.08,0.05,0.0
0.03,28.54,0.1,0.27,0.05,0.28,0.05,0.04,0.43,0.0,0.73,0.18,9.98,0.61,0.009,11.27,0.85,0.02,0.01,0.01,0.0
3.42,2.4,0.001,2.8,0.044026716572018586,2.87,0.73,0.27,0.7720247100353,0.44,0.002,0.11,13.73,1.69,0.009,55.27,3.29,0.04,0.17,0.0,0.0
0.02,26.9,0.01,1.75,0.08,0.09,0.05,1.69,0.98,0.28,0.004,0.181,5.92,1.79,0.008,2.5,1.51,0.07,0.01,0.01,0.0
0.08,3.32,0.88,3.68,0.01,5.9,0.12,0.08,0.33,0.6,0.6,0.16,6.24,1.46,0.003,58.16,4.33,0.02,0.39,0.07,0.0
0.36,20.28,0.05,3.52,0.002,5.34,0.88,1.89,1.05,0.83,0.83,0.184,1.25,1.52,0.001,28.71,0.9,0.07,0.04,0.07,0.0
0.01,28.62,0.09,0.1,0.01,0.46,0.04,0.09,1.24,0.0,0.001,0.197,10.49,0.91,0.002,7.58,4.58,0.08,0.01,0.09,0.0
2.33,4.57,0.04,2.4,0.008,6.37,0.89,0.24,0.83,0.8,0.8,0.194,8.16,1.36,0.006,9.33,0.54,0.1,0.13,0.05,1.0
0.06,14.28,0.02,0.13,0.03,0.15,0.01,1.28,0.87,0.9,0.9,0.024,13.82,1.29,0.008,0.0,0.37,0.06,0.07,0.02,0.0
0.07,17.13,0.01,2.63,0.003,7.8,0.4,1.24,0.92,0.42,0.006,0.172,6.13,1.06,0.004,37.72,5.9,0.08,0.21,0.01,0.0
0.05,20.93,0.02,0.33,0.03,0.06,0.06,0.75,0.34,0.0,0.98,0.104,17.41,0.5,0.009,0.81,0.54,0.06,0.06,0.08,0.0
2.72,25.99,0.01,3.06,0.002,3.36,0.63,1.26,0.34,0.94,0.94,0.093,7.6,1.72,0.007,31.21,5.12,0.05,0.12,0.04,0.0
0.02,10.9,0.04,2.87,0.08,0.0,0.09,0.05,0.27,0.0,0.008,0.062,4.46,0.54,0.009,3.19,3.22,0.06,0.02,0.09,0.0
0.06,13.91,0.03,1.16,0.08,0.31,0.09,0.05,0.1,0.0,0.0,0.165,10.85,0.78,0.006,6.72,2.14,0.07,0.02,0.09,0.0
0.19,27.29,0.4,4.51,0.1,3.38,0.47,0.54,0.79,0.89,0.89,0.07,15.29,2.11,0.005,6.45,0.97,0.06,0.4,0.08,0.0
0.01,21.07,0.1,0.77,0.07,0.31,0.07,1.05,1.0,0.0,0.007,0.109,2.57,0.57,0.001,6.53,0.27,0.04,0.1,0.05,0.0
0.03,17.94,0.18,0.94,0.1,1.68,0.86,1.44,1.42,0.31,0.007,0.177,0.75,1.68,0.002,36.5,4.95,0.06,0.07,0.06,0.0
0.16,9.01,0.02,0.78,0.007,1.8,0.27,0.83,0.48,0.43,0.003,0.124,1.67,1.88,0.003,45.85,2.07,0.06,0.31,0.03,0.0
3.02,8.17,0.001,3.76,0.044026716572018586,3.4,0.29,1.28,0.32,0.53,0.53,0.175,0.8,1.09,0.007,15.977809548453875,6.53,0.01,0.32,0.02,1.0
0.16,18.12,0.68,4.45,0.1,0.31,0.45,0.07,0.28,0.89,0.89,0.001,9.64,1.46,0.007,28.86,1.86,0.02,0.16,0.03,0.0
0.05,16.61,0.09,0.2,0.0,0.26,0.09,0.05,0.3,0.76,0.0,0.022,7.76,1.85,0.009,1.24,6.31,0.09,0.04,0.06,0.0
4.31,28.61,0.17,1.21,0.03,3.74,0.78,1.59,1.01,0.0,0.008,0.052,0.84,1.84,0.004,21.99,4.96,0.08,0.27,0.08,0.0
0.02,18.79,0.09,0.93,0.02,0.24,0.03,0.06,0.78,0.89,0.89,0.09,17.23,1.69,0.004,0.14,6.7,0.01,0.06,0.09,0.0
3.39,15.94,0.04,1.91,0.008,1.94,0.51,0.63,1.03,0.18,0.004,0.031,9.84,1.63,0.003,42.69,5.86,0.05,0.07,0.08,0.0
0.03,0.59,0.06,0.85,0.0,0.12,0.08,1.45,0.52,0.0,0.003,0.088,1.04,0.81,0.007,7.65,1.14,0.01,0.01,0.01,0.0
3.05,11.03,0.76,4.0,0.03,2.63,0.39,1.29,0.85,0.0,0.65,0.121,17.7,2.03,0.009,36.25,2.67,0.04,0.42,0.08,0.0
0.0,2.25,0.0,0.4,0.03,0.05,0.08,1.75,1.28,0.23,0.008,0.177,16.44,1.24,0.003,8.3,3.2,0.01,0.0,0.08,0.0
0.15,23.71,0.05,1.64,0.007,1.37,0.49,0.09,1.47,0.14,0.0,0.065,18.37,1.3,0.009,47.65,3.87,0.04,0.37,0.06,0.0
3.9,1.43,0.48,1.9,0.08,4.35,0.41,0.85,0.82,0.0,0.9,0.154,14.38,1.85,0.009,2.0,4.47,0.03,0.19,0.0,0.0
0.07,9.3,0.08,2.64,0.02,0.17,0.04,0.22,0.68,0.63,0.63,0.162,11.4,1.83,0.005,7.96,3.74,0.09,0.09,0.06,0.0
0.07,28.1,0.04,0.25,0.01,0.2,0.01,1.38,0.63,0.97,0.97,0.017,3.83,1.39,0.004,0.44,0.29,0.04,0.01,0.06,0.0
0.06,18.55,0.01,3.59,0.008,5.35,0.13,1.04,0.09,0.83,0.83,0.151,17.52,1.69,0.006,7.6,3.29,0.07,0.35,0.05,0.0
0.1,0.96,0.0,0.26,0.03,0.06,0.07,0.93,1.44,0.0,0.0,0.199,13.04,1.57,0.01,1.89,1.06,0.03,0.01,0.05,0.0
0.01,3.78,0.03,1.92,0.05,0.23,0.07,0.04,1.33,0.21,0.0,0.151,9.56,1.0,0.009,4.53,7.23,0.08,0.01,0.01,0.0
0.05,18.4,0.05,0.85,0.04,0.09,0.08,0.4,0.59,0.0,0.0,0.04,19.18,2.37,0.01,2.15,0.03,0.03,0.06,0.02,0.0
0.0,24.82,0.05,0.05,0.08,0.51,0.0,0.06,1.27,0.0,0.001,0.117,12.88,0.26,0.005,3.48,2.82,0.1,0.1,0.03,0.0
4.9,11.06,0.04,3.58,0.007,0.21,0.2,0.41,0.24,0.0,0.0,0.127,15.88,1.77,0.006,48.37,3.55,0.07,0.04,0.03,0.0
4.75,13.93,0.47,2.94,0.06,7.33,0.41,0.05,0.1,0.0,0.0,0.165,11.63,1.84,0.006,38.46,3.48,0.07,0.23,0.09,0.0
0.02,24.68,0.06,1.49,0.08,0.07,0.06,0.66,1.0,0.0,0.67,0.182,12.34,0.95,0.004,10.86,0.78,0.07,0.02,0.0,0.0
0.06,5.81,0.06,1.88,0.02,0.01,0.0,1.05,0.8,0.0,0.0,0.197,19.66,1.18,0.008,4.98,0.94,0.05,0.09,0.01,0.0
1.51,11.91,0.65,1.61,0.01,2.38,0.1,1.51,1.33,0.16,0.003,0.004,19.11,1.98,0.001,23.64,5.77,0.08,0.08,0.04,0.0
0.04,22.56,0.05,0.84,0.02,0.25,0.01,0.72,0.09,0.0,0.003,0.166,16.59,0.15,0.009,1.41,3.35,0.01,0.03,0.09,0.0
0.91,8.09,0.01,1.03,0.005,4.79,0.04,0.42,0.07,0.0,0.0,0.015,14.66,1.46,0.004,11.52,6.12,0.03,0.36,0.04,1.0
0.07,1.1,0.03,0.1,0.08,0.32,0.08,1.46,0.94,0.0,0.002,0.135,8.08,0.41,0.005,6.53,3.0,0.1,0.01,0.0,0.0
0.09,21.12,0.04,0.61,0.005,1.99,0.25,0.83,1.09,0.34,0.005,0.084,5.88,1.46,0.001,27.44,4.6,0.06,0.04,0.01,1.0
0.09,3.15,0.03,1.71,0.002,3.51,0.36,0.2,0.64,0.18,0.007,0.132,4.17,1.85,0.004,15.84,5.81,0.06,0.34,0.04,0.0
0.0,14.25,0.02,1.53,0.003,7.34,0.5,0.18,0.16,0.51,0.51,0.173,7.23,1.57,0.006,59.19,5.21,0.08,0.28,0.07,0.0
0.04,12.82,0.05,0.48,0.03,0.42,0.1,1.89,0.9,0.0,0.0,0.002,8.3,1.8,0.001,0.28,3.96,0.03,0.04,0.04,0.0
0.09,22.73,0.02,0.15,0.03,0.03,0.08,0.01,0.66,0.0,0.7,0.126,8.49,0.3,0.003,3.59,0.33,0.0,0.06,0.0,0.0
0.06,9.9,0.04,0.15,0.05,0.59,0.0,0.52,0.32,0.0,0.002,0.11,4.17,0.74,0.0,11.84,3.74,0.01,0.05,0.02,1.0
0.33,9.77,0.48,3.66,0.08,3.79,0.62,1.15,1.49,0.11,0.001,0.087,16.69,1.95,0.006,2.56,4.27,0.1,0.45,0.07,0.0
0.03,15.94,0.07,0.34,0.06,0.08,0.07,0.25,0.11,0.71,0.71,0.09,1.24,1.44,0.004,6.0,3.32,0.06,0.07,0.03,0.0
0.92,27.37,0.02,3.3,0.005,6.07,0.67,0.65,0.96,0.84,0.84,0.188,16.8,1.54,0.001,10.5,2.57,0.04,0.21,0.02,1.0
0.01,13.74,0.02,0.52,0.007,2.99,0.11,1.14,0.36,0.13,0.008,0.071,18.7,1.25,0.004,39.31,2.18,0.04,0.01,0.02,1.0
0.06,17.5,0.06,0.42,0.02,0.37,0.06,0.02,0.97,0.0,0.006,0.12,8.9,0.18,0.003,0.11,0.15,0.01,0.03,0.07,0.0
0.09,17.35,0.03,1.74,0.06,0.05,0.08,0.22,1.09,0.0,0.57,0.101,10.69,0.31,0.001,6.03,0.66,0.04,0.01,0.01,0.0
3.78,22.04,0.05,1.79,0.001,0.32,0.47,0.1,1.07,0.0,0.0,0.089,16.23,1.73,0.01,46.03,7.81,0.07,0.2,0.0,0.0
4.58,26.21,0.04,0.56,0.008,6.69,0.51,0.26,0.82,0.74,0.74,0.197,17.26,1.23,0.003,25.62,1.51,0.1,0.16,0.07,0.0
3.23,19.49,0.25,1.54,0.01,6.54,0.31,1.91,0.96,0.0,0.002,0.132,17.01,1.2,0.01,45.0,5.19,0.02,0.0,0.02,0.0
0.03,22.87,0.05,0.04,0.02,0.07,0.05,1.14,0.58,0.84,0.84,0.054,14.52,1.36,0.004,8.78,0.73,0.09,0.01,0.07,0.0
0.18,25.83,0.76,4.11,0.12,5.68,0.2,1.58,0.15,0.72,0.72,0.013,9.6,1.34,0.008,0.41,3.22,0.06,0.07,0.09,0.0
0.05,1.78,0.0,0.16,0.06,0.02,0.08,1.48,0.91,0.74,0.74,0.074,18.99,1.78,0.007,0.19,0.42,0.05,0.02,0.03,0.0
1.5,20.24,0.73,3.0,0.06,8.39,0.53,0.07,0.53,0.0,0.001,0.028,10.92,1.6,0.008,25.1,1.69,0.06,0.16,0.06,0.0
0.08,9.43,0.08,0.23,0.07,0.09,0.03,1.37,0.71,0.0,0.99,0.112,11.47,0.7,0.001,1.82,0.95,0.0,0.03,0.06,0.0
1.09,17.55,0.04,0.69,0.003,1.27,0.38,0.41,0.72,0.25,0.007,0.02,0.29,1.38,0.01,33.17,2.97,0.06,0.1,0.02,1.0
0.04,10.59,0.01,0.95,0.02,0.17,0.03,0.04,0.51,0.0,0.0,0.152,13.15,1.69,0.008,0.16,1.65,0.04,0.08,0.03,0.0
0.09,13.42,0.01,0.86,0.0,0.01,0.07,1.57,0.13,0.59,0.59,0.086,10.74,0.41,0.009,4.22,0.76,0.06,0.01,0.07,0.0
0.05,23.02,0.03,2.24,0.004,0.46,0.02,1.77,0.62,0.14,0.006,0.137,14.86,1.19,0.004,27.85,7.6,0.01,0.45,0.05,0.0
2.95,18.72,0.62,1.3,0.12,3.66,0.3,1.09,1.35,0.0,0.006,0.13,18.3,1.72,0.01,49.41,6.33,0.05,0.06,0.07,0.0
0.13,15.48,0.65,2.92,0.13,1.65,0.15,0.08,0.26,0.51,0.51,0.122,3.7,2.2,0.008,2.84,3.91,0.06,0.48,0.04,0.0
0.07,23.23,0.06,0.96,0.09,0.08,0.01,0.95,0.75,0.82,0.82,0.197,12.56,0.48,0.006,0.11,2.68,0.08,0.01,0.01,0.0
0.04,28.59,0.03,2.16,0.004,5.48,0.33,0.89,1.41,0.74,0.74,0.119,11.67,1.94,0.009,15.96,7.08,0.06,0.14,0.01,0.0
0.02,1.71,0.08,0.12,0.06,0.55,0.1,0.03,1.18,0.0,0.007,0.112,15.84,0.94,0.003,0.34,1.55,0.05,0.1,0.05,0.0
0.15,19.01,0.26,2.48,0.09,2.33,0.69,0.87,0.69,0.55,0.55,0.153,6.56,1.58,0.007,27.96,4.15,0.01,0.38,0.08,0.0
0.03,1.81,0.93,0.9,0.03,4.66,0.54,0.02,0.33,0.58,0.58,0.113,8.5,1.72,0.01,25.92,1.84,0.02,0.11,0.0,0.0
3.17,18.02,0.05,4.46,0.08,2.1,0.07,0.66,0.04,0.0,0.002,0.028,8.35,1.25,0.002,32.49,1.16,0.0,0.35,0.02,0.0
0.05,20.25,0.07,0.93,0.09,0.14,0.04,1.57,1.17,0.26,0.004,0.135,11.41,1.96,0.009,0.35,1.62,0.06,0.1,0.0,0.0
0.02,20.07,0.04,0.94,0.06,0.02,0.08,0.08,0.23,0.0,0.006,0.195,13.79,0.87,0.001,0.35,1.72,0.09,0.04,0.08,0.0
0.09,12.27,0.26,3.46,0.09,5.35,0.66,1.5,0.68,0.8,0.8,0.193,10.97,1.73,0.006,27.47,7.67,0.1,0.39,0.04,0.0
0.06,13.99,0.05,0.38,0.01,0.14,0.03,0.28,1.11,0.2,0.008,0.052,1.19,1.8,0.008,0.47,2.52,0.06,0.01,0.02,0.0
0.0,8.17,0.05,1.17,0.05,0.04,0.02,1.18,0.88,0.28,0.001,0.032,3.81,1.77,0.003,9.79,5.1,0.06,0.01,0.07,0.0
0.55,9.22,0.12,3.77,0.03,3.67,0.85,1.01,0.68,0.0,0.0,0.127,15.59,1.41,0.006,54.38,2.24,0.0,0.12,0.01,0.0
0.01,13.83,0.08,0.32,0.08,0.03,0.09,0.0,0.99,0.05,0.003,0.078,14.16,0.77,0.006,2.6,3.2,0.07,0.09,0.01,0.0
0.1,13.98,0.07,2.57,0.02,0.04,0.06,0.07,0.5,0.1,0.008,0.036,2.08,0.71,0.008,6.89,0.39,0.01,0.05,0.02,0.0
3.02,5.8,0.6,1.58,0.12,3.8,0.62,1.33,0.58,0.0,0.002,0.168,18.24,2.43,0.008,39.05,2.28,0.05,0.28,0.05,0.0
0.08,3.87,0.01,1.0,0.01,0.11,0.06,1.83,0.79,0.0,0.7,0.122,2.07,0.18,0.01,1.73,0.57,0.09,0.01,0.0,0.0
0.06,27.63,0.03,0.48,0.01,0.2,0.05,0.08,0.43,0.0,0.007,0.033,5.85,0.55,0.001,6.18,1.7,0.01,0.0,0.05,1.0
0.04,0.8,0.09,0.23,0.01,0.49,0.09,1.06,1.18,0.0,0.0,0.115,16.38,2.25,0.003,0.31,0.56,0.01,0.02,0.06,0.0
0.15,4.36,0.02,0.41,0.007,7.78,0.61,1.95,1.29,0.05,0.002,0.088,16.67,1.11,0.004,23.26,6.74,0.09,0.06,0.05,0.0
0.09,18.22,0.001,3.75,0.006,0.25,0.45,1.98,0.28,0.89,0.89,0.11,9.38,1.43,0.007,58.29,1.86,0.02,0.16,0.03,0.0
0.05,16.97,0.1,0.33,0.02,0.02,0.08,1.19,0.26,0.0,0.72,0.034,17.62,0.07,0.004,7.45,1.73,0.04,0.1,0.06,0.0
0.06,5.67,0.04,0.14,0.02,0.22,0.07,0.04,1.37,0.84,0.84,0.032,4.38,1.48,0.007,0.2,0.97,0.07,0.02,0.0,0.0
0.28,15.65,0.04,3.92,0.001,0.39,0.79,0.31,0.74,0.0,0.0,0.016,14.29,1.31,0.005,52.65,6.24,0.03,0.11,0.05,0.0
0.15,3.11,0.03,2.5,0.005,0.93,0.58,0.7,0.74,0.95,0.95,0.124,15.45,1.2,0.0,59.07,0.25,0.08,0.12,0.07,0.0
0.02,29.37,0.51,3.46,0.12,5.04,0.82,1.76,0.33,0.17,0.0,0.126,5.49,1.68,0.008,35.67,3.18,0.05,0.12,0.08,0.0
0.01,17.22,0.07,1.4,0.03,0.06,0.09,1.82,0.22,0.99,0.99,0.108,8.06,0.56,0.005,0.45,0.78,0.1,0.02,0.07,0.0
0.04,18.67,0.01,1.59,0.002,2.8,0.15,1.58,0.96,0.31,0.009,0.057,7.61,1.59,0.006,19.72,6.83,0.07,0.04,0.07,0.0
0.01,7.0,0.05,0.54,0.06,0.38,0.04,0.1,1.23,0.02,0.006,0.048,10.42,0.6,0.002,10.07,0.94,0.1,0.09,0.01,0.0
